game,hype,team1,team2,shortDate,gameInfo,possessions,eFG,perDrama,conference
4315,5.472661499,Wisconsin,Minnesota,"Thursday, February 13, 2014",Wisconsin 78  Minnesota 70,66,0.54787234,0.0155,Big Ten
1113,5.467075665,Florida,Florida St.,"Friday, November 29, 2013",Florida 67  Florida St. 66,60,0.4375,0.0274,Non-Conference
5261,5.467075665,Villanova,Xavier,"Thursday, March 6, 2014",Villanova 77  Xavier 70,69,0.490825688,0.026,Big East
4434,5.441614907,UCLA,Utah,"Saturday, February 15, 2014",UCLA 80  Utah 66,66,0.539823009,0.0133,Pac Ten
3699,5.43495935,California,Arizona,"Saturday, February 1, 2014",California 60  Arizona 58,66,0.406779661,0.0467,Pac Ten
4825,5.431785346,Florida St.,Pittsburgh,"Sunday, February 23, 2014",Florida St. 71  Pittsburgh 66,65,0.46,0.0393,ACC
5058,5.405903308,Memphis,Louisville,"Saturday, March 1, 2014",Memphis 72  Louisville 66,70,0.482142857,0.0402,American
1324,5.405903308,Ohio St.,Maryland,"Wednesday, December 4, 2013",Ohio St. 76  Maryland 60,66,0.491071429,0.0044,Non-Conference
6018,5.39915878,Baylor,Texas,"Friday, March 14, 2014",Baylor 86  Texas 69,63,0.474264706,0.0151,Big Twelve
2644,5.366192733,Florida St.,Clemson,"Thursday, January 9, 2014",Florida St. 56  Clemson 41,56,0.419047619,0.0249,ACC
5176,5.360334903,Baylor,Iowa St.,"Tuesday, March 4, 2014",Baylor 74  Iowa St. 61,62,0.517094017,0.0442,Big Twelve
2747,5.359545924,Kansas,Kansas St.,"Saturday, January 11, 2014",Kansas 86  Kansas St. 60,64,0.546728972,0.0051,Big Twelve
3283,5.354929577,UCLA,Stanford,"Thursday, January 23, 2014",UCLA 91  Stanford 74,72,0.516393443,0.0116,Pac Ten
3660,5.339243131,UCLA,Oregon,"Thursday, January 30, 2014",UCLA 70  Oregon 68,68,0.475961538,0.0442,Pac Ten
3590,5.330279898,Arizona,Stanford,"Wednesday, January 29, 2014",Arizona 60  Stanford 57,65,0.410377358,0.0405,Pac Ten
1413,5.291156463,Massachusetts,BYU,"Saturday, December 7, 2013",Massachusetts 105  BYU 96,86,0.56870229,0.0171,Non-Conference
4688,5.284924361,New Mexico,San Diego St.,"Saturday, February 22, 2014",New Mexico 58  San Diego St. 44,59,0.426086957,0.017,Mountain West
39,5.2438949,Connecticut,Maryland,"Friday, November 8, 2013",Connecticut 78  Maryland 77,70,0.547826087,0.0231,Non-Conference
4170,5.243149284,Syracuse,Clemson,"Sunday, February 9, 2014",Syracuse 57  Clemson 44,49,0.447368421,0.01,ACC
1449,5.229686697,Wisconsin,Marquette,"Saturday, December 7, 2013",Wisconsin 70  Marquette 64,61,0.460176991,0.0135,Non-Conference
6062,5.226981627,Stanford,New Mexico,"Friday, March 21, 2014",Stanford 58  New Mexico 53,62,0.435643564,0.0339,Non-Conference
11,5.226981627,Baylor,Colorado,"Friday, November 8, 2013",Baylor 72  Colorado 60,65,0.425,0.0184,Non-Conference
2611,5.213927291,Wisconsin,Illinois,"Wednesday, January 8, 2014",Wisconsin 95  Illinois 70,71,0.466911765,0.0028,Big Ten
2838,5.19978836,UCLA,Arizona St.,"Sunday, January 12, 2014",UCLA 87  Arizona St. 72,75,0.517391304,0.0107,Pac Ten
2879,5.183669251,Arkansas,Kentucky,"Tuesday, January 14, 2014",Arkansas 87  Kentucky 85,79,0.468,0.054,SEC
1791,5.183669251,Wichita St.,Alabama,"Tuesday, December 17, 2013",Wichita St. 72  Alabama 67,63,0.485436893,0.0449,Non-Conference
6080,5.16490135,Kentucky,Kansas St.,"Friday, March 21, 2014",Kentucky 56  Kansas St. 49,61,0.412621359,0.0187,Non-Conference
4544,5.16490135,UCLA,California,"Wednesday, February 19, 2014",UCLA 86  California 66,68,0.57079646,0.0175,Pac Ten
2250,5.123068948,Creighton,Marquette,"Tuesday, December 31, 2013",Creighton 67  Marquette 49,64,0.447826087,0.0086,Big East
3519,5.12057172,Arizona,Utah,"Sunday, January 26, 2014",Arizona 65  Utah 56,61,0.434579439,0.0134,Pac Ten
5299,5.119916143,Memphis,SMU,"Saturday, March 8, 2014",Memphis 67  SMU 58,70,0.478448276,0.029,American
6223,5.099523052,Florida St.,Louisiana Tech,"Wednesday, March 26, 2014",Florida St. 78  Louisiana Tech 75,72,0.450381679,0.0378,Non-Conference
5110,5.081109367,Kansas St.,Iowa St.,"Saturday, March 1, 2014",Kansas St. 80  Iowa St. 73,72,0.44,0.0393,Big Twelve
4755,5.066454352,Oklahoma,Kansas St.,"Saturday, February 22, 2014",Oklahoma 86  Kansas St. 73,66,0.596330275,0.0088,Big Twelve
3535,5.062090484,Oklahoma,Oklahoma St.,"Monday, January 27, 2014",Oklahoma 88  Oklahoma St. 76,77,0.5,0.023,Big Twelve
1061,5.031458333,Creighton,Arizona St.,"Thursday, November 28, 2013",Creighton 88  Arizona St. 60,68,0.538793103,0.012,Non-Conference
4904,4.999150743,Texas,Baylor,"Wednesday, February 26, 2014",Texas 74  Baylor 69,58,0.483333333,0.0241,Big Twelve
6040,4.975925926,Providence,Creighton,"Saturday, March 15, 2014",Providence 65  Creighton 58,56,0.469387755,0.0404,Big East
2413,4.962583979,Michigan St.,Indiana,"Saturday, January 4, 2014",Michigan St. 73  Indiana 56,64,0.509345794,0.0201,Big Ten
2919,4.960274696,Xavier,Georgetown,"Wednesday, January 15, 2014",Xavier 80  Georgetown 67,63,0.553571429,0.0382,Big East
5172,4.954818325,Oklahoma St.,Kansas St.,"Monday, March 3, 2014",Oklahoma St. 77  Kansas St. 61,64,0.450980392,0.0183,Big Twelve
4663,4.947716535,Massachusetts,VCU,"Friday, February 21, 2014",Massachusetts 80  VCU 75,86,0.434027778,0.0424,A10
2346,4.938984825,Gonzaga,Saint Mary's,"Thursday, January 2, 2014",Gonzaga 73  Saint Mary's 51,64,0.458333333,0.011,WCC
3551,4.931422505,Arizona St.,California,"Wednesday, January 29, 2014",Arizona St. 89  California 78,80,0.528225806,0.0385,Pac Ten
5357,4.92932717,Maryland,Virginia,"Sunday, March 9, 2014",Maryland 75  Virginia 69,66,0.480952381,0.0506,ACC
4027,4.928042328,Kansas St.,Texas,"Saturday, February 8, 2014",Kansas St. 74  Texas 57,64,0.486111111,0.0078,Big Twelve
2460,4.922995781,Virginia,Florida St.,"Saturday, January 4, 2014",Virginia 62  Florida St. 50,65,0.363636364,0.0196,ACC
3688,4.916692668,Kentucky,Missouri,"Saturday, February 1, 2014",Kentucky 84  Missouri 79,67,0.598130841,0.0258,SEC
2705,4.916298633,Saint Louis,Dayton,"Saturday, January 11, 2014",Saint Louis 67  Dayton 59,72,0.424107143,0.0253,A10
4392,4.891072372,Oklahoma,Oklahoma St.,"Saturday, February 15, 2014",Oklahoma 77  Oklahoma St. 74,70,0.508196721,0.0411,Big Twelve
4865,4.891072372,Arizona St.,Stanford,"Wednesday, February 26, 2014",Arizona St. 76  Stanford 64,65,0.549019608,0.0149,Pac Ten
3884,4.871406491,Florida,Missouri,"Tuesday, February 4, 2014",Florida 68  Missouri 58,57,0.489583333,0.0204,SEC
5282,4.842311662,Villanova,Georgetown,"Saturday, March 8, 2014",Villanova 77  Georgetown 59,65,0.575268817,0.0059,Big East
1835,4.836477987,Stanford,Connecticut,"Wednesday, December 18, 2013",Stanford 53  Connecticut 51,63,0.383333333,0.0368,Non-Conference
4830,4.829030586,Syracuse,Maryland,"Monday, February 24, 2014",Syracuse 57  Maryland 55,64,0.45,0.0264,ACC
4579,4.824485597,Creighton,Marquette,"Wednesday, February 19, 2014",Creighton 85  Marquette 70,66,0.608247423,0.0176,Big East
3776,4.821447438,Stanford,Arizona St.,"Saturday, February 1, 2014",Stanford 76  Arizona St. 70,69,0.477678571,0.0286,Pac Ten
4417,4.814323328,Missouri,Tennessee,"Saturday, February 15, 2014",Missouri 75  Tennessee 70,63,0.50990099,0.0408,SEC
5986,4.813333333,Ohio St.,Nebraska,"Friday, March 14, 2014",Ohio St. 71  Nebraska 67,69,0.452173913,0.0358,Big Ten
6068,4.805564304,North Carolina,Providence,"Friday, March 21, 2014",North Carolina 79  Providence 77,65,0.524193548,0.0436,Non-Conference
4901,4.805128205,Arizona,California,"Wednesday, February 26, 2014",Arizona 87  California 59,68,0.516949153,0.004,Pac Ten
2578,4.782911392,Connecticut,Harvard,"Wednesday, January 8, 2014",Connecticut 61  Harvard 56,63,0.46039604,0.037,Non-Conference
3259,4.774553102,Tennessee,Arkansas,"Wednesday, January 22, 2014",Tennessee 81  Arkansas 74,71,0.478991597,0.0362,SEC
5314,4.762360447,Stanford,Utah,"Saturday, March 8, 2014",Stanford 61  Utah 60,57,0.569148936,0.0372,Pac Ten
38,4.732478632,Providence,Boston College,"Friday, November 8, 2013",Providence 82  Boston College 78,78,0.514018692,0.0513,Non-Conference
2215,4.703049422,Tennessee,Virginia,"Monday, December 30, 2013",Tennessee 87  Virginia 52,62,0.472477064,0.0081,Non-Conference
2680,4.680929741,Xavier,Marquette,"Thursday, January 9, 2014",Xavier 86  Marquette 79,67,0.569444444,0.0279,Big East
5496,4.679523069,San Diego St.,Creighton,"Friday, November 29, 2013",San Diego St. 86  Creighton 80,69,0.563559322,0.0305,Non-Conference
6154,4.679523069,Tennessee,Massachusetts,"Friday, March 21, 2014",Tennessee 86  Massachusetts 67,71,0.495901639,0.0073,Non-Conference
6182,4.665833333,Dayton,Syracuse,"Saturday, March 22, 2014",Dayton 55  Syracuse 53,58,0.435,0.0538,Non-Conference
5979,4.66474359,Stanford,Arizona St.,"Thursday, March 13, 2014",Stanford 79  Arizona St. 58,65,0.54950495,0.0254,Pac Ten
4807,4.661341853,Utah,Arizona St.,"Sunday, February 23, 2014",Utah 86  Arizona St. 63,77,0.457264957,0.0061,Pac Ten
2739,4.649712193,Clemson,Duke,"Saturday, January 11, 2014",Clemson 72  Duke 59,63,0.455357143,0.0333,ACC
5283,4.629013333,Baylor,Kansas St.,"Saturday, March 8, 2014",Baylor 76  Kansas St. 74,66,0.519230769,0.0294,Big Twelve
6076,4.624348751,Baylor,Nebraska,"Friday, March 21, 2014",Baylor 74  Nebraska 60,68,0.447916667,0.0118,Non-Conference
5358,4.620904836,Nebraska,Wisconsin,"Sunday, March 9, 2014",Nebraska 77  Wisconsin 68,65,0.54245283,0.0353,Big Ten
5876,4.618018018,Iowa St.,Kansas St.,"Thursday, March 13, 2014",Iowa St. 91  Kansas St. 85,73,0.58677686,0.0468,Big Twelve
6070,4.610036978,Connecticut,Saint Joseph's,"Thursday, March 20, 2014",Connecticut 89  Saint Joseph's 81,72,0.55,0.0519,Non-Conference
2635,4.610036978,California,Oregon,"Thursday, January 9, 2014",California 96  Oregon 83,81,0.508,0.0367,Pac Ten
41,4.600421274,Wisconsin,St. John's,"Friday, November 8, 2013",Wisconsin 86  St. John's 75,65,0.53125,0.0145,Non-Conference
1293,4.596581197,Minnesota,Florida St.,"Tuesday, December 3, 2013",Minnesota 71  Florida St. 61,64,0.442708333,0.0219,Non-Conference
3327,4.594238683,Arizona,Colorado,"Thursday, January 23, 2014",Arizona 69  Colorado 57,63,0.472972973,0.0019,Pac Ten
5944,4.589186352,Gonzaga,BYU,"Tuesday, March 11, 2014",Gonzaga 75  BYU 64,70,0.471962617,0.0097,WCC
1913,4.558780231,Oregon,BYU,"Saturday, December 21, 2013",Oregon 100  BYU 96,88,0.490196078,0.0521,Non-Conference
1436,4.538721606,Missouri,UCLA,"Saturday, December 7, 2013",Missouri 80  UCLA 71,72,0.461206897,0.0323,Non-Conference
4708,4.532288401,Ohio St.,Minnesota,"Saturday, February 22, 2014",Ohio St. 64  Minnesota 46,58,0.435,0.0224,Big Ten
1224,4.528356661,Kentucky,Providence,"Sunday, December 1, 2013",Kentucky 79  Providence 65,60,0.524271845,0.0153,Non-Conference
6210,4.527991453,Dayton,Stanford,"Thursday, March 27, 2014",Dayton 82  Stanford 72,71,0.487068966,0.026,Non-Conference
4382,4.522896699,Texas,West Virginia,"Saturday, February 15, 2014",Texas 88  West Virginia 71,70,0.539130435,0.0118,Big Twelve
5405,4.516135881,Duke,Alabama,"Wednesday, November 27, 2013",Duke 74  Alabama 64,75,0.453703704,0.021,Non-Conference
6065,4.49994615,Memphis,George Washington,"Friday, March 21, 2014",Memphis 71  George Washington 66,60,0.504504505,0.0342,Non-Conference
2276,4.499480789,Villanova,Butler,"Tuesday, December 31, 2013",Villanova 76  Butler 73,74,0.513636364,0.0471,Big East
5999,4.487323944,Wisconsin,Minnesota,"Friday, March 14, 2014",Wisconsin 83  Minnesota 57,65,0.513274336,0.0128,Big Ten
5421,4.476629571,Massachusetts,New Mexico,"Friday, November 22, 2013",Massachusetts 81  New Mexico 65,75,0.456521739,0.0369,Non-Conference
4370,4.470514821,Virginia,Clemson,"Saturday, February 15, 2014",Virginia 63  Clemson 58,53,0.505555556,0.0422,ACC
6230,4.453035144,SMU,Clemson,"Tuesday, April 1, 2014",SMU 65  Clemson 59,60,0.494949495,0.0443,Non-Conference
1997,4.426859283,New Mexico,Marquette,"Saturday, December 21, 2013",New Mexico 75  Marquette 68,66,0.517857143,0.0407,Non-Conference
6014,4.423468328,Duke,Clemson,"Friday, March 14, 2014",Duke 63  Clemson 62,56,0.484693878,0.0267,ACC
3919,4.39978425,Stanford,California,"Wednesday, February 5, 2014",Stanford 80  California 69,71,0.469827586,0.0252,Pac Ten
4719,4.382868937,Arizona,Colorado,"Saturday, February 22, 2014",Arizona 88  Colorado 61,66,0.518181818,0.0105,Pac Ten
4850,4.382747604,Xavier,St. John's,"Tuesday, February 25, 2014",Xavier 65  St. John's 53,66,0.428571429,0.036,Big East
3365,4.382747604,Gonzaga,BYU,"Saturday, January 25, 2014",Gonzaga 84  BYU 69,64,0.5625,0.0193,WCC
4930,4.369028871,Arkansas,Kentucky,"Thursday, February 27, 2014",Arkansas 71  Kentucky 67,77,0.410447761,0.0498,SEC
2696,4.369028871,Florida,Arkansas,"Saturday, January 11, 2014",Florida 84  Arkansas 82,77,0.469465649,0.0482,SEC
3115,4.369028871,Texas,Iowa St.,"Saturday, January 18, 2014",Texas 86  Iowa St. 76,76,0.48015873,0.0327,Big Twelve
1705,4.365833333,Syracuse,St. John's,"Sunday, December 15, 2013",Syracuse 68  St. John's 63,65,0.46,0.0288,Non-Conference
3004,4.351253333,UCLA,Colorado,"Thursday, January 16, 2014",UCLA 69  Colorado 56,70,0.443965517,0.0297,Pac Ten
6200,4.339221872,UCLA,Stephen F. Austin,"Sunday, March 23, 2014",UCLA 77  Stephen F. Austin 60,62,0.495454545,0.0144,Non-Conference
6049,4.336880543,Saint Joseph's,VCU,"Sunday, March 16, 2014",Saint Joseph's 65  VCU 61,64,0.465217391,0.042,A10
3216,4.332470334,Texas,Kansas St.,"Tuesday, January 21, 2014",Texas 67  Kansas St. 64,63,0.470338983,0.0479,Big Twelve
5525,4.332470334,San Diego St.,Marquette,"Sunday, December 1, 2013",San Diego St. 67  Marquette 59,65,0.438679245,0.0363,Non-Conference
5098,4.324318658,Michigan,Minnesota,"Saturday, March 1, 2014",Michigan 66  Minnesota 56,59,0.551020408,0.0189,Big Ten
3361,4.299513776,Texas,Baylor,"Saturday, January 25, 2014",Texas 74  Baylor 60,72,0.407894737,0.0261,Big Twelve
235,4.264724919,BYU,Stanford,"Monday, November 11, 2013",BYU 112  Stanford 103,89,0.555172414,0.0226,Non-Conference
2551,4.26136725,Tennessee,LSU,"Tuesday, January 7, 2014",Tennessee 68  LSU 50,62,0.455357143,0.0188,SEC
5361,4.261290323,Saint Louis,Massachusetts,"Sunday, March 9, 2014",Saint Louis 64  Massachusetts 62,72,0.460869565,0.0435,A10
5352,4.261032864,Creighton,Providence,"Saturday, March 8, 2014",Creighton 88  Providence 73,67,0.608108108,0.0037,Big East
3765,4.230785563,Clemson,Florida St.,"Saturday, February 1, 2014",Clemson 53  Florida St. 49,59,0.428571429,0.0333,ACC
3070,4.228971459,Oklahoma,Baylor,"Saturday, January 18, 2014",Oklahoma 66  Baylor 64,68,0.456521739,0.04,Big Twelve
5180,4.213333333,Georgetown,Creighton,"Tuesday, March 4, 2014",Georgetown 75  Creighton 63,61,0.541666667,0.0259,Big East
3867,4.203244375,Kansas,Baylor,"Tuesday, February 4, 2014",Kansas 69  Baylor 52,66,0.431192661,0.0244,Big Twelve
2289,4.192258065,Cincinnati,SMU,"Wednesday, January 1, 2014",Cincinnati 65  SMU 57,62,0.441747573,0.0251,American
6189,4.188765236,San Diego St.,North Dakota St.,"Saturday, March 22, 2014",San Diego St. 63  North Dakota St. 44,54,0.423076923,0.0226,Non-Conference
6078,4.186280815,Oregon,BYU,"Thursday, March 20, 2014",Oregon 87  BYU 68,72,0.439130435,0.0178,Non-Conference
3516,4.166178862,North Carolina,Clemson,"Sunday, January 26, 2014",North Carolina 80  Clemson 61,61,0.513761468,0.0089,ACC
5432,4.16474259,Michigan St.,Oklahoma,"Saturday, November 23, 2013",Michigan St. 87  Oklahoma 76,79,0.50862069,0.0169,Non-Conference
5927,4.164019449,Florida St.,Maryland,"Thursday, March 13, 2014",Florida St. 67  Maryland 65,67,0.495145631,0.0435,ACC
2768,4.156112853,Oklahoma St.,West Virginia,"Saturday, January 11, 2014",Oklahoma St. 73  West Virginia 72,65,0.5,0.0499,Big Twelve
6060,4.145820106,Dayton,Ohio St.,"Thursday, March 20, 2014",Dayton 60  Ohio St. 59,66,0.494949495,0.0525,Non-Conference
1989,4.143182996,Ohio St.,Notre Dame,"Saturday, December 21, 2013",Ohio St. 64  Notre Dame 61,68,0.466981132,0.0328,Non-Conference
2420,4.131385281,SMU,Connecticut,"Saturday, January 4, 2014",SMU 74  Connecticut 65,63,0.480392157,0.0293,American
4517,4.115969989,Baylor,Oklahoma St.,"Monday, February 17, 2014",Baylor 70  Oklahoma St. 64,67,0.4375,0.0476,Big Twelve
4442,4.115264798,Duke,Maryland,"Saturday, February 15, 2014",Duke 69  Maryland 67,69,0.413793103,0.0226,ACC
6058,4.08657188,Stephen F. Austin,VCU,"Friday, March 21, 2014",Stephen F. Austin 77  VCU 75,70,0.551724138,0.0464,Non-Conference
5548,4.08657188,Iowa St.,Boise St.,"Wednesday, December 25, 2013",Iowa St. 70  Boise St. 66,58,0.490825688,0.044,Non-Conference
5322,4.066666667,Pittsburgh,Clemson,"Saturday, March 8, 2014",Pittsburgh 83  Clemson 78,70,0.557522124,0.0411,ACC
5993,4.064904095,Arizona,Colorado,"Friday, March 14, 2014",Arizona 63  Colorado 43,56,0.43,0.0103,Pac Ten
2398,4.059166667,Kansas St.,Oklahoma St.,"Saturday, January 4, 2014",Kansas St. 74  Oklahoma St. 71,70,0.419642857,0.0407,Big Twelve
4362,4.058899676,Massachusetts,George Washington,"Saturday, February 15, 2014",Massachusetts 67  George Washington 61,72,0.463963964,0.042,A10
4529,4.051072737,Villanova,Providence,"Tuesday, February 18, 2014",Villanova 82  Providence 79,75,0.504,0.0602,Big East
405,4.042289348,Arizona,San Diego St.,"Thursday, November 14, 2013",Arizona 69  San Diego St. 60,64,0.438679245,0.02,Non-Conference
3403,4.011479726,Villanova,Marquette,"Saturday, January 25, 2014",Villanova 94  Marquette 85,73,0.53968254,0.0288,Big East
554,3.998095238,Creighton,Saint Joseph's,"Saturday, November 16, 2013",Creighton 83  Saint Joseph's 79,62,0.626126126,0.0482,Non-Conference
5452,3.994588745,Maryland,Providence,"Monday, November 25, 2013",Maryland 56  Providence 52,67,0.346153846,0.029,Non-Conference
2719,3.993700787,Oklahoma,Iowa St.,"Saturday, January 11, 2014",Oklahoma 87  Iowa St. 82,78,0.53358209,0.0405,Big Twelve
4444,3.989428263,Marquette,Xavier,"Saturday, February 15, 2014",Marquette 81  Xavier 72,60,0.57,0.0226,Big East
1125,3.966612111,BYU,Utah St.,"Saturday, November 30, 2013",BYU 85  Utah St. 74,75,0.503703704,0.032,Non-Conference
6082,3.957536467,Texas,Arizona St.,"Thursday, March 20, 2014",Texas 87  Arizona St. 85,70,0.565789474,0.0424,Non-Conference
5151,3.94591195,Villanova,Marquette,"Sunday, March 2, 2014",Villanova 73  Marquette 56,66,0.5,0.0064,Big East
3386,3.933226324,Providence,Xavier,"Saturday, January 25, 2014",Providence 81  Xavier 72,67,0.468503937,0.0323,Big East
174,3.906962025,Oregon,Georgetown,"Friday, November 8, 2013",Oregon 82  Georgetown 75,69,0.467592593,0.0376,Non-Conference
1964,3.906962025,Michigan St.,Texas,"Saturday, December 21, 2013",Michigan St. 92  Texas 78,76,0.5,0.0309,Non-Conference
6012,3.897335508,George Washington,Massachusetts,"Friday, March 14, 2014",George Washington 85  Massachusetts 77,78,0.532258065,0.0187,A10
1760,3.897226583,Cincinnati,Pittsburgh,"Tuesday, December 17, 2013",Cincinnati 44  Pittsburgh 43,48,0.380681818,0.0491,Non-Conference
1112,3.877865821,Virginia,SMU,"Friday, November 29, 2013",Virginia 76  SMU 73,63,0.553763441,0.0434,Non-Conference
5473,3.864543524,Gonzaga,Arkansas,"Wednesday, November 27, 2013",Gonzaga 91  Arkansas 81,70,0.543307087,0.0177,Non-Conference
3116,3.860995185,Utah,UCLA,"Saturday, January 18, 2014",Utah 74  UCLA 69,74,0.525862069,0.0254,Pac Ten
348,3.849190939,Xavier,Tennessee,"Tuesday, November 12, 2013",Xavier 67  Tennessee 63,65,0.495495495,0.0241,Non-Conference
6243,3.840645161,Minnesota,SMU,"Thursday, April 3, 2014",Minnesota 65  SMU 63,63,0.54787234,0.047,Non-Conference
5404,3.840629921,Arizona,Drexel,"Wednesday, November 27, 2013",Arizona 66  Drexel 62,68,0.403225806,0.0341,Non-Conference
2885,3.824791667,Indiana,Wisconsin,"Tuesday, January 14, 2014",Indiana 75  Wisconsin 72,64,0.569672131,0.0402,Big Ten
4846,3.812197687,Minnesota,Iowa,"Tuesday, February 25, 2014",Minnesota 95  Iowa 89,72,0.632743363,0.0373,Big Ten
3236,3.809585353,VCU,Dayton,"Wednesday, January 22, 2014",VCU 80  Dayton 66,65,0.555555556,0.0247,A10
2588,3.802324353,Kansas,Oklahoma,"Wednesday, January 8, 2014",Kansas 90  Oklahoma 83,71,0.566037736,0.0251,Big Twelve
4195,3.791614256,Virginia,Maryland,"Monday, February 10, 2014",Virginia 61  Maryland 53,58,0.485436893,0.0178,ACC
4091,3.791614256,Kansas,West Virginia,"Saturday, February 8, 2014",Kansas 83  West Virginia 69,71,0.525252525,0.0115,Big Twelve
3328,3.786147186,Arizona St.,Utah,"Thursday, January 23, 2014",Arizona St. 79  Utah 75,68,0.567307692,0.0378,Pac Ten
6158,3.769032258,SMU,LSU,"Monday, March 24, 2014",SMU 80  LSU 67,67,0.583333333,0.0249,Non-Conference
2886,3.733114035,Kansas St.,Oklahoma,"Tuesday, January 14, 2014",Kansas St. 72  Oklahoma 66,65,0.448275862,0.0399,Big Twelve
1693,3.715248796,Oregon,Illinois,"Saturday, December 14, 2013",Oregon 71  Illinois 64,66,0.532407407,0.0387,Non-Conference
